Unieknr,plot_id,soil_unit,reference_soil_group,rsg_pq_cod,pq_code,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morphol,sq_fertili,belgisch_bodemtype,belgisch_bodemdistrict,bodemkaart_streek,bodemtype_ruw,bodemtype,bodemserie_c,bodemserie,Substr_V_c,SubstraatV,Textuur_c,Textuur,Drainage_c,Drainage,Profontw_c,Profontw,Fase_c,Fase,Varimoma_c,Varimoma,Variprof_c,Variprof,Serie_c,Serie,Subserie_c,Subserie,Type_c,Type,Subtype_c,Subtype,Uitleg_tit,Uitleg,Type_class,Bodtypstr,PNV,Kaartbldnr
133,133,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
134,134,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc en complex AbB in de AbB in de Zandstreek,"Deze droge leemgronden met sterk gevlekte textuur B horizont komen voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.eDeze bodems hebben een bruingrijze Ap (20-25 cm) die rust op een bruine C horizont, waarin weinig of gee",Rest van Vlaanderen,Abc0-ZS,5,103E
135,135,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
136,136,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc en complex AbB in de AbB in de Zandstreek,"Deze droge leemgronden met sterk gevlekte textuur B horizont komen voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.eDeze bodems hebben een bruingrijze Ap (20-25 cm) die rust op een bruine C horizont, waarin weinig of gee",Rest van Vlaanderen,Abc0-ZS,5,103E
137,137,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
138,138,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
139,139,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
140,140,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc en complex AbB in de AbB in de Zandstreek,"Deze droge leemgronden met sterk gevlekte textuur B horizont komen voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.eDeze bodems hebben een bruingrijze Ap (20-25 cm) die rust op een bruine C horizont, waarin weinig of gee",Rest van Vlaanderen,Abc0-ZS,5,103E
141,141,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
142,142,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
143,143,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
144,144,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
145,145,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
146,146,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
147,147,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
148,148,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba(b),Brabants plateau,Zandstreek,Droge leem,Aba(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,,,,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba(b)-ZS,5,103E
200,200,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
201,201,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
202,202,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
203,203,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
204,204,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
205,205,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
206,206,"Gleyic Podzols (Arenic, Abruptic)",Podzols,PZ-gl,gl,Gleyic,-,-,Endogleyic,Arenic,Abruptic,Dystric,w-Zdgb,Kempische cuesta,Kempen,Vochtig zand,w-Zdgb,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,w-,klei-zand op geringe of matige diepte,Z,zand,d,"matig nat, matig gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,"bodemseries Zdf en Zdg en complexen ZdF, ZDf, ZDF en ZDg in de Kempen","De Zdf, ZdF en Zdg Podzolprofielen hebben de bovengrond gemeen. In zijn verscheidenheid onder bos is de humeuze bovengrond dun en heterogeen zonder Ap; onder landbouwuitbating is de bouwvoor gemiddeld 20-40 cm dik, maar er komen ook meer humeuze profiele",Rest van Vlaanderen,w-Zdgb-K,7,6E
207,207,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
208,208,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
209,209,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
210,210,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
211,211,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
212,212,Albic Podzols (Arenic),Podzols,PZ-ab,ab,Albic,-,-,-,Arenic,-,Dystric,Zcgb,Kempische cuesta,Kempen,Vochtig zand,Zcgb,Zcg,Matig droge zandbodem met duidelijke ijzer en/of humus B horizont,,,Z,zand,c,"matig droog, zwak gleyig",g,met duidelijke ijzer en/of humus B horizont,,,b,"Matig zand, zwaar zandleem of leem bijmenging",,,,,,,,,,,bodemseries Zcf en Zcg en complex ZcF in de Kempen,"Deze drie Podzoleenheden (Zcf, ZcF, Zcg) hebben een grijze bovengrond van wisselende diepte. De fase ( . . . 1 ) is meestal onder bos, heide of braakland. De beste akkerlandgronden hebben een dikke humeuze bovengrond ( . . . 3 ). Vele profielen vertonen",Rest van Vlaanderen,Zcgb-K,7,6E
